0533F863-320D-4EC3-993D-0057584A8739	1	1	849CDE68-4E51-4D83-AEB1-3A60FA3679DA	_sys_	2008-04-30 18:11:56.403
A3E6AEC6-040A-4CA8-BA60-0DD5A311284D	1	5	EF8B9518-56E7-4A29-8967-AA94C4B30159	_sys_	2008-04-30 18:11:56.403
48D5F217-B9EE-4263-977A-1C65666597E0	9	1	849CDE68-4E51-4D83-AEB1-3A60FA3679DA	_sys_	2008-04-30 18:11:56.403
476FC370-34CB-4955-8823-2838CB0E6899	5	1	849CDE68-4E51-4D83-AEB1-3A60FA3679DA	_sys_	2008-04-30 18:11:56.403
B11E0435-FF6C-4C1E-AAE6-2C0174746103	6	3	61DC3BAE-152F-456E-8B29-31939F6341EF	_sys_	2008-04-30 18:11:56.403
EBE49DCD-2147-4235-9142-3517C343618B	4	3	540E3A34-ED4E-48F0-8554-3B1DE7898ACE	_sys_	2008-04-30 18:11:56.403
5FE3EB8F-CE3D-4EEB-9A4E-4402AC7F353F	4	4	87C37021-BDA3-475A-BEA2-72523070105C	_sys_	2008-04-30 18:11:56.403
4BC13C18-E7E1-402C-B0E7-4DC4B81032D8	5	2	CB63B872-A181-4E14-A774-24791B58FE70	_sys_	2008-04-30 18:11:56.403
CC479109-61FC-4DE8-8C93-6DAC72B8D655	9	2	CB63B872-A181-4E14-A774-24791B58FE70	_sys_	2008-04-30 18:11:56.403
D6D5F8A5-AE00-4650-A891-7E6E76474A0C	4	1	849CDE68-4E51-4D83-AEB1-3A60FA3679DA	_sys_	2008-04-30 18:11:56.403
23E0D524-C690-4BC2-B3A5-83FBC9AF3C0B	1	3	540E3A34-ED4E-48F0-8554-3B1DE7898ACE	_sys_	2008-04-30 18:11:56.403
CBECC1D5-854C-4739-AE80-881E2FD1737F	6	2	CB63B872-A181-4E14-A774-24791B58FE70	_sys_	2008-04-30 18:11:56.403
32747A06-DA1C-49DA-91E0-8C9A0EEAB30B	6	1	849CDE68-4E51-4D83-AEB1-3A60FA3679DA	_sys_	2008-04-30 18:11:56.403
6ED840A9-2D29-4009-84CF-8FEA1A2CE8C2	8	3	5D45DEBF-2F5A-4A87-8B33-82C4DC1BB1A4	_sys_	2008-04-30 18:11:56.403
7AD0713A-AB99-4515-9014-91E8BCEC1FCD	1	2	CB63B872-A181-4E14-A774-24791B58FE70	_sys_	2008-04-30 18:11:56.403
60ABB80C-477E-4CAD-A0BE-9621328BA8A2	0	2	CB63B872-A181-4E14-A774-24791B58FE70	_sys_	2008-04-30 18:11:56.403
AA4AB4FB-23FB-41C2-A40A-A4B1500ED13A	9	3	5D45DEBF-2F5A-4A87-8B33-82C4DC1BB1A4	_sys_	2008-04-30 18:11:56.403
EBCEA9A0-1E2F-4F4E-A463-BE1E8BD8705C	8	1	849CDE68-4E51-4D83-AEB1-3A60FA3679DA	_sys_	2008-04-30 18:11:56.403
CFCC5478-120F-4650-8444-BF1A901AA3FC	8	2	CB63B872-A181-4E14-A774-24791B58FE70	_sys_	2008-04-30 18:11:56.403
82ABFF5C-460B-4D75-80E3-C3EFFD254A0A	2	1	10721091-2205-490B-8D80-A1E32E83D1B9	_sys_	2008-04-30 18:11:56.403
709CB855-1A00-4891-8F32-EB07FCD379B3	2	2	C3DB4B40-9801-4B2B-83F8-A12350A17A44	_sys_	2008-04-30 18:11:56.403
1A43BFBF-A8AF-46B5-AA9C-F1EB66C90EEA	1	4	61DC3BAE-152F-456E-8B29-31939F6341EF	_sys_	2008-04-30 18:11:56.403
79A0C679-F949-4601-A4E4-F6F2EE0A85BB	0	1	849CDE68-4E51-4D83-AEB1-3A60FA3679DA	_sys_	2008-04-30 18:11:56.403
FEAC68FC-4229-41F3-8B98-FDA29A3A235E	4	2	CB63B872-A181-4E14-A774-24791B58FE70	_sys_	2008-04-30 18:11:56.403
0A8AC63D-A785-4502-B138-FE4EBD915A71	3	1	C3DB4B40-9801-4B2B-83F8-A12350A17A44	_sys_	2008-04-30 18:11:56.403
C5EE0524-9A47-40C2-A193-4D429512369C	10	1	849CDE68-4E51-4D83-AEB1-3A60FA3679DA	_sys_	2008-05-04 17:30:06.983
EEBA27A8-D2ED-492A-A4FF-B2CE75175F51	10	2	CB63B872-A181-4E14-A774-24791B58FE70	_sys_	2008-05-04 17:30:29.280
4DB10A91-CDA4-49D0-94AE-F8B81F0100FA	10	3	5D45DEBF-2F5A-4A87-8B33-82C4DC1BB1A4	_sys_	2008-05-04 17:31:06.187
